"","TAXON_ID","Sci_Name","COMMON_NAME","TaxaGroup","TAXON_TYPE","Extinction_Risk","FFG_Status","Sci_Name_Alt"
"224",11072,"Sminthopsis crassicaudata","Fat-tailed Dunnart","Mammals","Mammals","Victoria","Vulnerable","Sminthopsis crassicaudata"
"225",11151,"Cercartetus concinnus minor","Western Pygmy-possum","Mammals","Mammals","NotListed","NotListed","Cercartetus concinnus"
"226",11061,"Sminthopsis murina murina","Common Dunnart","Mammals","Mammals","Victoria","Vulnerable","Sminthopsis murina"
"227",11457,"Pseudomys apodemoides","Silky Mouse","Mammals","Mammals","NotListed","NotListed","Pseudomys apodemoides"
"228",11362,"Scotorepens greyii","Little Broad-nosed Bat","Mammals","Bats","NotListed","NotListed","Scotorepens greyii"
"229",10282,"Platycercus elegans","Crimson Rosella","Birds","Other Non-passerine birds","NotListed","NotListed","Platycercus elegans"
"230",10359,"Petrochelidon nigricans","Tree Martin","Birds","Passerine birds","NotListed","NotListed","Petrochelidon nigricans"
"231",10976,"Pardalotus striatus","Striated Pardalote","Birds","Passerine birds","NotListed","NotListed","Pardalotus striatus"
"232",10565,"Pardalotus punctatus punctatus","Spotted Pardalote","Birds","Passerine birds","NotListed","NotListed","Pardalotus punctatus"
"233",10697,"Strepera versicolor","Grey Currawong","Birds","Passerine birds","NotListed","NotListed","Strepera versicolor"
"234",10694,"Strepera graculina","Pied Currawong","Birds","Passerine birds","NotListed","NotListed","Strepera graculina"
"235",10288,"Platycercus eximius","Eastern Rosella","Birds","Other Non-passerine birds","NotListed","NotListed","Platycercus eximius"
"236",11349,"Chalinolobus gouldii","Gould's Wattled Bat","Mammals","Bats","NotListed","NotListed","Chalinolobus gouldii"
"237",12699,"Pseudonaja textilis","Eastern Brown Snake","Reptiles","Reptiles","NotListed","NotListed","Pseudonaja textilis"
"238",10034,"Phaps chalcoptera","Common Bronzewing","Birds","Other Non-passerine birds","NotListed","NotListed","Phaps chalcoptera"
"239",10509,"Cincloramphus mathewsi","Rufous Songlark","Birds","Passerine birds","NotListed","NotListed","Cincloramphus mathewsi"
"240",10295,"Psephotus haematonotus","Red-rumped Parrot","Birds","Other Non-passerine birds","NotListed","NotListed","Psephotus haematonotus"
"241",12451,"Lampropholis guichenoti","Garden Skink","Reptiles","Reptiles","NotListed","NotListed","Lampropholis guichenoti"
"242",10180,"Threskiornis spinicollis","Straw-necked Ibis","Birds","Other Non-passerine birds","NotListed","NotListed","Threskiornis spinicollis"
"243",10133,"Vanellus miles","Masked Lapwing","Birds","Waders","NotListed","NotListed","Vanellus miles"
"244",10488,"Sericornis frontalis","White-browed Scrubwren","Birds","Passerine birds","NotListed","NotListed","Sericornis frontalis"
"245",11351,"Chalinolobus morio","Chocolate Wattled Bat","Mammals","Bats","NotListed","NotListed","Chalinolobus morio"
"246",10508,"Cincloramphus cruralis","Brown Songlark","Birds","Passerine birds","NotListed","NotListed","Cincloramphus cruralis"
"247",11113,"Trichosurus vulpecula","Common Brushtail Possum","Mammals","Mammals","NotListed","NotListed","Trichosurus vulpecula"
"248",10360,"Petrochelidon ariel","Fairy Martin","Birds","Passerine birds","NotListed","NotListed","Petrochelidon ariel"
"249",10179,"Threskiornis molucca","Australian White Ibis","Birds","Other Non-passerine birds","NotListed","NotListed","Threskiornis moluccus"
"250",10326,"Todiramphus sanctus","Sacred Kingfisher","Birds","Other Non-passerine birds","NotListed","NotListed","Todiramphus sanctus"
"251",10646,"Philemon citreogularis","Little Friarbird","Birds","Passerine birds","NotListed","NotListed","Philemon citreogularis"
"252",10182,"Platalea flavipes","Yellow-billed Spoonbill","Birds","Other Non-passerine birds","NotListed","NotListed","Platalea flavipes"
"253",10645,"Philemon corniculatus","Noisy Friarbird","Birds","Passerine birds","NotListed","NotListed","Philemon corniculatus"
"254",10254,"Trichoglossus haematodus","Rainbow Lorikeet","Birds","Other Non-passerine birds","NotListed","NotListed","Trichoglossus haematodus"
"255",10219,"Circus approximans","Swamp Harrier","Birds","Other Non-passerine birds","NotListed","NotListed","Circus approximans"
"256",12682,"Acritoscincus duperreyi","Eastern Three-lined Skink","Reptiles","Reptiles","NotListed","NotListed","Acritoscincus duperreyi"
"257",10035,"Phaps elegans","Brush Bronzewing","Birds","Other Non-passerine birds","NotListed","NotListed","Phaps elegans"
"258",12973,"Austrelaps superbus","Lowland Copperhead","Reptiles","Reptiles","NotListed","NotListed","Austrelaps superbus"
"259",10135,"Vanellus tricolor","Banded Lapwing","Birds","Waders","NotListed","NotListed","Vanellus tricolor"
"260",12450,"Lampropholis delicata","Delicate Skink","Reptiles","Reptiles","NotListed","NotListed","Lampropholis delicata"
"261",10653,"Taeniopygia guttata","Zebra Finch","Birds","Passerine birds","NotListed","NotListed","Taeniopygia guttata"
"262",13033,"Geocrinia victoriana","Victorian Smooth Froglet","Amphibians","Amphibians","NotListed","NotListed","Geocrinia victoriana"
"263",12177,"Pogona barbata","Bearded Dragon","Reptiles","Reptiles","Victoria","Vulnerable","Pogona barbata"
"264",10679,"Ptilonorhynchus violaceus","Satin Bowerbird","Birds","Passerine birds","NotListed","NotListed","Ptilonorhynchus violaceus"
"265",12665,"Drysdalia coronoides","White-lipped Snake","Reptiles","Reptiles","NotListed","NotListed","Drysdalia coronoides"
"266",12458,"Niveoscincus coventryi","Coventry's Skink","Reptiles","Reptiles","NotListed","NotListed","Carinascincus coventryi"
"267",11115,"Trichosurus cunninghami","Mountain Brushtail Possum","Mammals","Mammals","NotListed","NotListed","Trichosurus cunninghami"
"268",12972,"Austrelaps ramsayi","Highland Copperhead","Reptiles","Reptiles","NotListed","NotListed","Austrelaps ramsayi"
"269",11395,"Rattus fuscipes","Bush Rat","Mammals","Mammals","NotListed","NotListed","Rattus fuscipes"
"270",10181,"Platalea regia","Royal Spoonbill","Birds","Other Non-passerine birds","NotListed","NotListed","Platalea regia"
"271",10436,"Cinclosoma punctatum","Spotted Quail-thrush","Birds","Passerine birds","NotListed","NotListed","Cinclosoma punctatum"
"272",10330,"Eurostopodus mystacalis","White-throated Nightjar","Birds","Other Non-passerine birds","NotListed","NotListed","Eurostopodus mystacalis"
"273",11398,"Rattus lutreolus","Swamp Rat","Mammals","Mammals","NotListed","NotListed","Rattus lutreolus"
"274",10296,"Psephotus varius","Mulga Parrot","Birds","Other Non-passerine birds","NotListed","NotListed","Psephotellus varius"
"275",12441,"Hemiergis decresiensis","Three-toed Skink","Reptiles","Reptiles","NotListed","NotListed","Hemiergis decresiensis"
"276",12204,"Pogona vitticeps","Central Bearded Dragon","Reptiles","Reptiles","NotListed","NotListed","Pogona vitticeps"
"277",12174,"Pygopus lepidopodus","Common Scaly-foot","Reptiles","Reptiles","NotListed","NotListed","Pygopus lepidopodus"
"278",12199,"Ctenophorus pictus","Painted Dragon","Reptiles","Reptiles","NotListed","NotListed","Ctenophorus pictus"
"279",12185,"Ctenophorus fordi","Mallee Dragon","Reptiles","Reptiles","NotListed","NotListed","Ctenophorus fordi"
"280",10331,"Eurostopodus argus","Spotted Nightjar","Birds","Other Non-passerine birds","NotListed","NotListed","Eurostopodus argus"
"281",10526,"Stipiturus malachurus","Southern Emu-wren","Birds","Passerine birds","NotListed","NotListed","Stipiturus malachurus"
"282",10650,"Stagonopleura bella","Beautiful Firetail","Birds","Passerine birds","NotListed","NotListed","Stagonopleura bella"
"283",10325,"Todiramphus pyrropygia pyrropygia","Red-backed Kingfisher","Birds","Other Non-passerine birds","NotListed","NotListed","Todiramphus pyrrhopygius"
"284",10218,"Circus assimilis","Spotted Harrier","Birds","Other Non-passerine birds","NotListed","NotListed","Circus assimilis"
"285",10494,"Sericornis magnirostris","Large-billed Scrubwren","Birds","Passerine birds","NotListed","NotListed","Sericornis magnirostra"
"286",12698,"Pseudonaja aspidorhyncha","Patch-nosed Brown Snake","Reptiles","Reptiles","NotListed","NotListed","Pseudonaja aspidorhyncha"
"287",12462,"Niveoscincus metallicus","Metallic Skink","Reptiles","Reptiles","NotListed","NotListed","Carinascincus metallicus"
"288",5134,"Chelodina longicollis","Eastern Snake-necked Turtle","Reptiles","Reptiles","NotListed","NotListed","Chelodina longicollis"
"289",13029,"Geocrinia laevis","Southern Smooth Froglet","Amphibians","Amphibians","NotListed","NotListed","Geocrinia laevis"
"290",12464,"Acritoscincus platynotus","Red-throated Skink","Reptiles","Reptiles","NotListed","NotListed","Acritoscincus platynotus"
"291",10655,"Taeniopygia bichenovii","Double-barred Finch","Birds","Passerine birds","NotListed","NotListed","Taeniopygia bichenovii"
"292",10981,"Larus dominicanus","Kelp Gull","Birds","Waders","NotListed","NotListed","Larus dominicanus"
"293",10437,"Cinclosoma castanotus","Chestnut Quail-thrush","Birds","Passerine birds","NotListed","NotListed","Cinclosoma castanotum"
"294",10149,"Numenius madagascariensis","Eastern Curlew","Birds","Waders","Australia","Critically Endangered","Numenius madagascariensis"
"295",10109,"Chlidonias leucopterus","White-winged Black Tern","Birds","Waders","NotListed","NotListed","Chlidonias leucopterus"
"296",10130,"Haematopus longirostris","Pied Oystercatcher","Birds","Waders","NotListed","NotListed","Haematopus longirostris"
"297",10110,"Chlidonias hybridus javanicus","Whiskered Tern","Birds","Waders","NotListed","NotListed","Chlidonias hybrida"
"298",12446,"Hemiergis peronii","Four-toed Skink","Reptiles","Reptiles","NotListed","NotListed","Hemiergis peronii"
"299",10150,"Numenius phaeopus","Whimbrel","Birds","Waders","Victoria","Endangered","Numenius phaeopus"
"300",10137,"Pluvialis fulva","Pacific Golden Plover","Birds","Waders","Victoria","Vulnerable","Pluvialis fulva"
"301",60126,"Larus pacificus pacificus","Pacific Gull","Birds","Waders","NotListed","NotListed","Larus pacificus"
"302",10131,"Haematopus fuliginosus","Sooty Oystercatcher","Birds","Waders","NotListed","NotListed","Haematopus fuliginosus"
"303",10136,"Pluvialis squatarola","Grey Plover","Birds","Waders","Victoria","Vulnerable","Pluvialis squatarola"
"304",10256,"Trichoglossus chlorolepidotus","Scaly-breasted Lorikeet","Birds","Other Non-passerine birds","NotListed","NotListed","Trichoglossus chlorolepidotus"
"305",10357,"Hirundo neoxena","Welcome Swallow","Birds","Passerine birds","NotListed","NotListed","Hirundo neoxena"
"306",10273,"Eolophus roseicapillus","Galah","Birds","Other Non-passerine birds","NotListed","NotListed","Eolophus roseicapilla"
"307",10313,"Podargus strigoides","Tawny Frogmouth","Birds","Other Non-passerine birds","NotListed","NotListed","Podargus strigoides"
"308",10043,"Ocyphaps lophotes","Crested Pigeon","Birds","Other Non-passerine birds","NotListed","NotListed","Ocyphaps lophotes"
"309",10408,"Colluricincla harmonica","Grey Shrike-thrush","Birds","Passerine birds","NotListed","NotListed","Colluricincla harmonica"
"310",10415,"Grallina cyanoleuca","Magpie-lark","Birds","Passerine birds","NotListed","NotListed","Grallina cyanoleuca"
"311",10574,"Zosterops lateralis","Silvereye","Birds","Passerine birds","NotListed","NotListed","Zosterops lateralis"
"312",10322,"Dacelo novaeguineae","Laughing Kookaburra","Birds","Other Non-passerine birds","NotListed","NotListed","Dacelo novaeguineae"
"313",11324,"Tadarida australis","White-striped Freetail Bat","Mammals","Bats","NotListed","NotListed","Austronomus australis"
"314",10202,"Chenonetta jubata","Australian Wood Duck","Birds","Other Non-passerine birds","NotListed","NotListed","Chenonetta jubata"
"315",10232,"Elanus axillaris","Black-shouldered Kite","Birds","Other Non-passerine birds","NotListed","NotListed","Elanus axillaris"
"316",10224,"Aquila audax","Wedge-tailed Eagle","Birds","Other Non-passerine birds","NotListed","NotListed","Aquila audax"
"317",10662,"Neochmia temporalis","Red-browed Finch","Birds","Passerine birds","NotListed","NotListed","Neochmia temporalis"
"318",10549,"Daphoenositta chrysoptera","Varied Sittella","Birds","Passerine birds","NotListed","NotListed","Daphoenositta chrysoptera"
"319",12681,"Notechis scutatus","Tiger Snake","Reptiles","Reptiles","NotListed","NotListed","Notechis scutatus"
"320",10647,"Anthus novaeseelandiae","Australasian Pipit","Birds","Passerine birds","NotListed","NotListed","Anthus novaeseelandiae"
"321",10591,"Acanthorhynchus tenuirostris","Eastern Spinebill","Birds","Passerine birds","NotListed","NotListed","Acanthorhynchus tenuirostris"
"322",10693,"Corcorax melanorhamphos","White-winged Chough","Birds","Passerine birds","NotListed","NotListed","Corcorax melanorhamphos"
"323",10377,"Microeca fascinans","Jacky Winter","Birds","Passerine birds","NotListed","NotListed","Microeca fascinans"
"324",10416,"Falcunculus frontatus","Crested Shrike-tit","Birds","Passerine birds","NotListed","NotListed","Falcunculus frontatus"
"325",10225,"Hieraaetus morphnoides","Little Eagle","Birds","Other Non-passerine birds","Victoria","Vulnerable","Hieraaetus morphnoides"
"326",10671,"Oriolus sagittatus","Olive-backed Oriole","Birds","Passerine birds","NotListed","NotListed","Oriolus sagittatus"
"327",10564,"Dicaeum hirundinaceum","Mistletoebird","Birds","Passerine birds","NotListed","NotListed","Dicaeum hirundinaceum"
"328",10317,"Aegotheles cristatus","Australian Owlet-nightjar","Birds","Other Non-passerine birds","NotListed","NotListed","Aegotheles cristatus"
"329",10059,"Fulica atra","Eurasian Coot","Birds","Other Non-passerine birds","NotListed","NotListed","Fulica atra"
"330",10228,"Haliastur sphenurus","Whistling Kite","Birds","Other Non-passerine birds","NotListed","NotListed","Haliastur sphenurus"
"331",11003,"Tachyglossus aculeatus","Short-beaked Echidna","Mammals","Mammals","NotListed","NotListed","Tachyglossus aculeatus"
"332",10392,"Eopsaltria australis","Eastern Yellow Robin","Birds","Passerine birds","NotListed","NotListed","Eopsaltria australis"
"333",11242,"Wallabia bicolor","Black Wallaby","Mammals","Mammals","NotListed","NotListed","Wallabia bicolor"
"334",10058,"Porphyrio porphyrio","Purple Swamphen","Birds","Other Non-passerine birds","NotListed","NotListed","Porphyrio porphyrio"
"335",10281,"Alisterus scapularis","Australian King-Parrot","Birds","Other Non-passerine birds","NotListed","NotListed","Alisterus scapularis"
"336",10430,"Lalage sueurii","White-winged Triller","Birds","Passerine birds","NotListed","NotListed","Lalage sueurii"
"337",10056,"Gallinula tenebrosa","Dusky Moorhen","Birds","Other Non-passerine birds","NotListed","NotListed","Gallinula tenebrosa"
"338",12693,"Pseudechis porphyriacus","Red-bellied Black Snake","Reptiles","Reptiles","NotListed","NotListed","Pseudechis porphyriacus"
"339",10329,"Merops ornatus","Rainbow Bee-eater","Birds","Other Non-passerine birds","NotListed","NotListed","Merops ornatus"
"340",10274,"Nymphicus hollandicus","Cockatiel","Birds","Other Non-passerine birds","NotListed","NotListed","Nymphicus hollandicus"
"341",10100,"Microcarbo melanoleucos","Little Pied Cormorant","Birds","Other Non-passerine birds","NotListed","NotListed","Microcarbo melanoleucos"
"342",10055,"Tribonyx ventralis","Black-tailed Native-hen","Birds","Other Non-passerine birds","NotListed","NotListed","Tribonyx ventralis"
"343",10640,"Acanthagenys rufogularis","Spiny-cheeked Honeyeater","Birds","Passerine birds","NotListed","NotListed","Acanthagenys rufogularis"
"344",10203,"Cygnus atratus","Black Swan","Birds","Other Non-passerine birds","NotListed","NotListed","Cygnus atratus"
"345",10001,"Dromaius novaehollandiae","Emu","Birds","Other Non-passerine birds","NotListed","NotListed","Dromaius novaehollandiae"
"346",10558,"Cormobates leucophaeus","White-throated Treecreeper","Birds","Passerine birds","NotListed","NotListed","Cormobates leucophaea"
"347",10524,"Acrocephalus stentoreus","Clamorous Reed Warbler","Birds","Passerine birds","NotListed","NotListed","Acrocephalus stentoreus"
"348",10358,"Cheramoeca leucosternus","White-backed Swallow","Birds","Passerine birds","NotListed","NotListed","Cheramoeca leucosterna"
"349",10335,"Apus pacificus","Fork-tailed Swift","Birds","Other Non-passerine birds","NotListed","NotListed","Apus pacificus"
"350",10648,"Mirafra javanica","Horsfield's Bushlark","Birds","Passerine birds","NotListed","NotListed","Mirafra javanica"
"351",11129,"Pseudocheirus peregrinus","Common Ringtail Possum","Mammals","Mammals","NotListed","NotListed","Pseudocheirus peregrinus"
"352",10334,"Hirundapus caudacutus","White-throated Needletail","Birds","Other Non-passerine birds","Australia","Vulnerable","Hirundapus caudacutus"
"353",10229,"Milvus migrans","Black Kite","Birds","Other Non-passerine birds","NotListed","NotListed","Milvus migrans"
"354",10144,"Elseyornis melanops","Black-fronted Dotterel","Birds","Waders","NotListed","NotListed","Elseyornis melanops"
"355",11162,"Phascolarctos cinereus","Koala","Mammals","Mammals","NotListed","NotListed","Phascolarctos cinereus"
"356",10062,"Poliocephalus poliocephalus","Hoary-headed Grebe","Birds","Other Non-passerine birds","NotListed","NotListed","Poliocephalus poliocephalus"
"357",12444,"Anepischtos maccoyi","McCoy's Skink","Reptiles","Reptiles","NotListed","NotListed","Anepischetosia maccoyi"
"358",10466,"Aphelocephala leucopsis","Southern Whiteface","Birds","Passerine birds","NotListed","NotListed","Aphelocephala leucopsis"
"359",10044,"Leucosarcia melanoleuca","Wonga Pigeon","Birds","Other Non-passerine birds","NotListed","NotListed","Leucosarcia melanoleuca"
"360",11165,"Vombatus ursinus","Common Wombat","Mammals","Mammals","NotListed","NotListed","Vombatus ursinus"
"361",12452,"Saproscincus mustelinus","Weasel Skink","Reptiles","Reptiles","NotListed","NotListed","Saproscincus mustelinus"
"362",11372,"Falsistrellus tasmaniensis","Eastern False Pipistrelle","Mammals","Bats","NotListed","NotListed","Falsistrellus tasmaniensis"
"363",10641,"Entomyzon cyanotis","Blue-faced Honeyeater","Birds","Passerine birds","NotListed","NotListed","Entomyzon cyanotis"
"364",10465,"Smicrornis brevirostris","Weebill","Birds","Passerine birds","NotListed","NotListed","Smicrornis brevirostris"
"365",10310,"Melopsittacus undulatus","Budgerigar","Birds","Other Non-passerine birds","NotListed","NotListed","Melopsittacus undulatus"
"366",10101,"Anhinga novaehollandiae","Darter","Birds","Other Non-passerine birds","NotListed","NotListed","Anhinga novaehollandiae"
"367",10522,"Megalurus gramineus","Little Grassbird","Birds","Passerine birds","NotListed","NotListed","Poodytes gramineus"
"368",10106,"Pelecanus conspicillatus","Australian Pelican","Birds","Other Non-passerine birds","NotListed","NotListed","Pelecanus conspicillatus"
"369",10207,"Tadorna tadornoides","Australian Shelduck","Birds","Other Non-passerine birds","NotListed","NotListed","Tadorna tadornoides"
"370",10213,"Malacorhynchus membranaceus","Pink-eared Duck","Birds","Other Non-passerine birds","NotListed","NotListed","Malacorhynchus membranaceus"
"371",10350,"Menura novaehollandiae","Superb Lyrebird","Birds","Passerine birds","NotListed","NotListed","Menura novaehollandiae"
"372",5136,"Ornithorhynchus anatinus","Platypus","Mammals","Mammals","Victoria","Vulnerable","Ornithorhynchus anatinus"
"373",10268,"Callocephalon fimbriatum","Gang-gang Cockatoo","Birds","Other Non-passerine birds","Australia","Endangered","Callocephalon fimbriatum"
"374",10215,"Aythya australis","Hardhead","Birds","Other Non-passerine birds","NotListed","NotListed","Aythya australis"
"375",10421,"Psophodes olivaceus","Eastern Whipbird","Birds","Passerine birds","NotListed","NotListed","Psophodes olivaceus"
"376",12519,"Menetia greyii","Grey's Skink","Reptiles","Reptiles","NotListed","NotListed","Menetia greyii"
"377",10605,"Meliphaga lewinii","Lewin's Honeyeater","Birds","Passerine birds","NotListed","NotListed","Meliphaga lewinii"
"378",12650,"Rhinoplocephalus nigrescens","Eastern Small-eyed Snake","Reptiles","Reptiles","NotListed","NotListed","Cryptophis nigrescens"
"379",12126,"Christinus marmoratus","Marbled Gecko","Reptiles","Reptiles","NotListed","NotListed","Christinus marmoratus"
"380",10318,"Eurystomus orientalis","Dollarbird","Birds","Other Non-passerine birds","NotListed","NotListed","Eurystomus orientalis"
"381",11147,"Acrobates pygmaeus","Feathertail Glider","Mammals","Mammals","NotListed","NotListed","Acrobates pygmaeus"
"382",12326,"Cryptoblepharus pannosus","Carnaby's Wall Skink","Reptiles","Reptiles","NotListed","NotListed","Cryptoblepharus pannosus"
"383",10125,"Chroicocephalus novaehollandiae","Silver Gull","Birds","Waders","NotListed","NotListed","Larus novaehollandiae"
"384",10205,"Dendrocygna eytoni","Plumed Whistling-Duck","Birds","Other Non-passerine birds","NotListed","NotListed","Dendrocygna eytoni"
"385",10779,"Zoothera lunulata","Bassian Thrush","Birds","Passerine birds","NotListed","NotListed","Zoothera lunulata"
"386",10148,"Recurvirostra novaehollandiae","Red-necked Avocet","Birds","Waders","NotListed","NotListed","Recurvirostra novaehollandiae"
"387",10506,"Pycnoptilus floccosus","Pilotbird","Birds","Passerine birds","Australia","Vulnerable","Pycnoptilus floccosus"
"388",10525,"Cisticola exilis","Golden-headed Cisticola","Birds","Passerine birds","NotListed","NotListed","Cisticola exilis"
"389",10585,"Plectorhyncha lanceolata","Striped Honeyeater","Birds","Passerine birds","NotListed","NotListed","Plectorhyncha lanceolata"
"390",11415,"Hydromys chrysogaster","Water Rat","Mammals","Mammals","NotListed","NotListed","Hydromys chrysogaster"
"391",10192,"Nycticorax caledonicus hillii","Nankeen Night Heron","Birds","Other Non-passerine birds","NotListed","NotListed","Nycticorax caledonicus"
"392",11097,"Perameles nasuta","Long-nosed Bandicoot","Mammals","Mammals","NotListed","NotListed","Perameles nasuta"
"393",10297,"Northiella haematogaster","Blue Bonnet","Birds","Other Non-passerine birds","NotListed","NotListed","Northiella haematogaster"
"394",12138,"Underwoodisaurus milii","Thick-tailed Barking Gecko","Reptiles","Reptiles","NotListed","NotListed","Underwoodisaurus milii"
"395",10373,"Monarcha melanopsis","Black-faced Monarch","Birds","Passerine birds","NotListed","NotListed","Monarcha melanopsis"
"396",10198,"Cereopsis novaehollandiae","Cape Barren Goose","Birds","Other Non-passerine birds","NotListed","NotListed","Cereopsis novaehollandiae"
"397",12059,"Strophurus intermedius","Southern Spiny-tailed Gecko","Reptiles","Reptiles","NotListed","NotListed","Strophurus intermedius"
"398",10441,"Drymodes brunneopygia","Southern Scrub-robin","Birds","Passerine birds","NotListed","NotListed","Drymodes brunneopygia"
"399",10589,"Sugamel niger","Black Honeyeater","Birds","Passerine birds","NotListed","NotListed","Sugomel nigrum"
"400",62919,"Intellagama lesueurii howittii","Gippsland Water Dragon","Reptiles","Reptiles","NotListed","NotListed","Intellagama lesueurii"
"401",10168,"Gallinago hardwickii","Latham's Snipe","Birds","Other Non-passerine birds","NotListed","NotListed","Gallinago hardwickii"
"402",10217,"Biziura lobata","Musk Duck","Birds","Other Non-passerine birds","Victoria","Vulnerable","Biziura lobata"
"403",10046,"Gallirallus philippensis","Buff-banded Rail","Birds","Other Non-passerine birds","NotListed","NotListed","Hypotaenidia philippensis"
"404",10586,"Myzomela sanguinolenta","Scarlet Honeyeater","Birds","Passerine birds","NotListed","NotListed","Myzomela sanguinolenta"
"405",10178,"Plegadis falcinellus","Glossy Ibis","Birds","Other Non-passerine birds","NotListed","NotListed","Plegadis falcinellus"
"406",12170,"Lialis burtonis","Burton's Snake-Lizard","Reptiles","Reptiles","NotListed","NotListed","Lialis burtonis"
"407",13103,"Paracrinia haswelli","Haswell's Froglet","Amphibians","Amphibians","NotListed","NotListed","Paracrinia haswelli"
"408",12318,"Carlia tetradactyla","Southern Rainbow Skink","Reptiles","Reptiles","NotListed","NotListed","Carlia tetradactyla"
"409",10147,"Cladorhynchus leucocephalus","Banded Stilt","Birds","Waders","NotListed","NotListed","Cladorhynchus leucocephalus"
"410",11133,"Petauroides volans","Greater Glider","Mammals","Mammals","Australia","Endangered","Petauroides volans"
"411",12092,"Gehyra variegata","Tree Dtella","Reptiles","Reptiles","NotListed","NotListed","Gehyra variegata"
"412",10061,"Tachybaptus novaehollandiae","Australasian Grebe","Birds","Other Non-passerine birds","NotListed","NotListed","Tachybaptus novaehollandiae"
"413",11357,"Myotis macropus","Southern Myotis","Mammals","Bats","NotListed","NotListed","Myotis macropus"
"414",10319,"Alcedo azurea","Azure Kingfisher","Birds","Other Non-passerine birds","NotListed","NotListed","Ceyx azureus"
"415",11055,"Ningaui yvonneae","Mallee Ningaui","Mammals","Mammals","NotListed","NotListed","Ningaui yvonneae"
"416",10157,"Actitis hypoleucos","Common Sandpiper","Birds","Waders","Victoria","Vulnerable","Actitis hypoleucos"
"417",12655,"Demansia psammophis","Yellow-faced Whip Snake","Reptiles","Reptiles","NotListed","NotListed","Demansia psammophis"
"418",10173,"Stiltia isabella","Australian Pratincole","Birds","Other Non-passerine birds","NotListed","NotListed","Stiltia isabella"
"419",11480,"Notomys mitchelli","Mitchell's Hopping-mouse","Mammals","Mammals","NotListed","NotListed","Notomys mitchellii"
"420",10348,"Scythrops novaehollandiae","Channel-billed Cuckoo","Birds","Other Non-passerine birds","NotListed","NotListed","Scythrops novaehollandiae"
"421",12722,"Suta suta","Curl Snake","Reptiles","Reptiles","NotListed","NotListed","Suta suta"
"422",13125,"Pseudophryne semimarmorata","Southern Toadlet","Amphibians","Amphibians","Victoria","Endangered","Pseudophryne semimarmorata"
"423",12105,"Heteronotia binoei","Bynoe's Gecko","Reptiles","Reptiles","NotListed","NotListed","Heteronotia binoei"
"424",10934,"Philomachus pugnax","Ruff","Birds","Waders","NotListed","NotListed","Calidris pugnax"
"425",10114,"Sterna striata","White-fronted Tern","Birds","Waders","NotListed","NotListed","Sterna striata"
"426",10153,"Limosa lapponica","Bar-tailed Godwit","Birds","Waders","Australia","Vulnerable","Limosa lapponica"
"427",10513,"Amytornis striatus striatus","Striated Grasswren","Birds","Passerine birds","NotListed","NotListed","Amytornis striatus"
"428",10132,"Erythrogonys cinctus","Red-kneed Dotterel","Birds","Waders","NotListed","NotListed","Erythrogonys cinctus"
"429",10028,"Columba leucomela","White-headed Pigeon","Birds","Other Non-passerine birds","NotListed","NotListed","Columba leucomela"
"430",10115,"Thalasseus bergii","Crested Tern","Birds","Waders","NotListed","NotListed","Thalasseus bergii"
"431",10129,"Arenaria interpres","Ruddy Turnstone","Birds","Waders","Victoria","Endangered","Arenaria interpres"
"432",10347,"Eudynamys orientalis","Eastern Koel","Birds","Other Non-passerine birds","NotListed","NotListed","Eudynamys orientalis"
"433",10673,"Dicrurus bracteatus","Spangled Drongo","Birds","Passerine birds","NotListed","NotListed","Dicrurus bracteatus"
"434",10060,"Podiceps cristatus","Great Crested Grebe","Birds","Other Non-passerine birds","NotListed","NotListed","Podiceps cristatus"
"435",5135,"Emydura macquarii","Murray River Turtle","Reptiles","Reptiles","Victoria","Critically Endangered","Emydura macquarii"
"436",10029,"Macropygia amboinensis","Brown Cuckoo-Dove","Birds","Other Non-passerine birds","NotListed","NotListed","Macropygia amboinensis"
"437",10241,"Pandion cristatus","Osprey","Birds","Other Non-passerine birds","NotListed","NotListed","Pandion haliaetus"
"438",10193,"Butorides striatus","Striated Heron","Birds","Other Non-passerine birds","NotListed","NotListed","Butorides striata"
"439",528551,"Litoria dentata","Keferstein's Tree Frog","Amphibians","Amphibians","Victoria","Critically Endangered","Litoria dentata"
"440",10652,"Stagonopleura guttata","Diamond Firetail","Birds","Passerine birds","Victoria","Vulnerable","Stagonopleura guttata"
"441",10050,"Porzana pusilla palustris","Baillon's Crake","Birds","Other Non-passerine birds","NotListed","NotListed","Zapornia pusilla"
"442",10187,"Ardea alba modesta","Eastern Great Egret","Birds","Other Non-passerine birds","Victoria","Vulnerable","Ardea alba"
"443",13207,"Litoria raniformis","Growling Grass Frog","Amphibians","Amphibians","Victoria","Vulnerable","Litoria raniformis"
"444",10177,"Antigone rubicunda","Brolga","Birds","Other Non-passerine birds","Victoria","Endangered","Antigone rubicunda"
"445",10385,"Melanodryas cucullata","Hooded Robin","Birds","Passerine birds","Victoria","Vulnerable","Melanodryas cucullata"
"446",10045,"Lewinia pectoralis","Lewin's Rail","Birds","Other Non-passerine birds","Victoria","Vulnerable","Lewinia pectoralis"
"447",10216,"Oxyura australis","Blue-billed Duck","Birds","Other Non-passerine birds","Victoria","Vulnerable","Oxyura australis"
