"","TaxonCode","group","meanben_firefreq","FutureImpact"
"171","12722","Reptiles",0.318076434437179,NA
"172","10161","Birds",0.191377100834191,NA
"173","12988","Reptiles",1.64100281202237,1.34313725490196
"174","10203","Birds",2.75574670355284,NA
"175","10549","Birds",1.3676753476058,NA
"176","10521","Birds",1.06138479329276,NA
"177","19010","Birds",0.879919417149842,NA
"178","19011","Birds",1.67871421581804,-1.06024096385542
"179","11008","Mammals",1.50533657392698,-1.23400974025974
"180","12154","Reptiles",1.60439519538932,3
"181","12167","Reptiles",1.72930924907339,-2.31746031746032
"182","12159","Reptiles",0.225877760401284,NA
"183","12160","Reptiles",0.632731147916123,NA
"184","12655","Reptiles",1.34456082583975,2.73333333333333
"185","13120","Amphibians",1.03790235054489,-0.523255813953488
"186","12413","Reptiles",1.302714653026,2
"187","10031","Birds",1.03734096591912,-1.18840813690668
"188","10652","Birds",0.718024803599438,NA
"189","62968","Reptiles",1.50489987701633,1.19738184291057
"190","10564","Birds",0.609168894634631,-1.38961038961039
"191","12076","Reptiles",0.00215637777945915,NA
"192","12077","Reptiles",1.55394166861975,-0.628205128205129
"193","10140","Birds",0.315257136788483,NA
"194","10001","Birds",1.85561594669519,NA
"195","10441","Birds",1.32800735780513,NA
"196","12666","Reptiles",2.22877326248133,-0.831349206349207
"197","12492","Reptiles",0.962842751523116,NA
"198","11098","Mammals",1.65634867211293,0.433996383363472
"199","10519","Birds",1.66259529209988,NA
"200","11811","Mammals",0.776129963266695,1.27536231884058
"201","12699","Reptiles",0.414669443811231,NA
"202","10149","Birds",0.266584268420624,-2.4625
"203","11372","Mammals",1.48819139440428,2.6625
"204","11839","Mammals",1.26214993364159,NA
"205","10252","Birds",-0.709947237125356,NA
"206","11265","Mammals",0.49116522752944,NA
"207","11303","Mammals",0.882262088666249,2.2724119993064
"208","10288","Birds",0.0474182185858243,NA
"209","12650","Reptiles",1.0481970481019,-2
"210","5134","Reptiles",0.609252282225597,NA
"211","10591","Birds",1.49323646611603,NA
"212","12936","Reptiles",1.92073393668955,NA
"213","12682","Reptiles",0.597423095557526,NA
"214","10392","Birds",1.50753263535895,NA
"215","62942","Reptiles",1.55941837803426,NA
"216","62938","Reptiles",1.21493371193489,2.28582202111614
"217","62941","Reptiles",1.43431769721104,NA
"218","10185","Birds",0.751540373200128,NA
"219","10191","Birds",0.0324356861469029,1
"220","10307","Birds",1.83288194989294,NA
"221","5135","Reptiles",0.512952015596285,NA
"222","10641","Birds",2.84597616155753,NA
"223","10347","Birds",-0.350329209816929,8
"224","12957","Reptiles",1.56031176058044,-3.66666666666667
"225","12557","Reptiles",-0.016433361821443,NA
"226","62956","Reptiles",0.351395880257118,NA
"227","10331","Birds",0.824788612383949,NA
"228","10360","Birds",-0.152781204412115,NA
"229","10118","Birds",0.315257136788485,NA
"230","10240","Birds",0.248436623530811,NA
"231","10236","Birds",0.939355142988164,NA
"232","10237","Birds",0.817225747116141,2
"233","10338","Birds",1.0674970648799,NA
"234","11072","Mammals",0.787541652943874,NA
"235","10382","Birds",1.20120112505974,NA
"236","12446","Reptiles",1.34778862820336,3.61596958174905
"237","12669","Reptiles",1.03754594599954,NA
"238","10273","Birds",0.750790892582107,NA
"239","10268","Birds",1.34948381481392,NA
"240","12451","Reptiles",-0.147704398145365,NA
"241","12092","Reptiles",-0.107563808832656,NA
"242","10111","Birds",0.157966844205354,NA
"243","13029","Amphibians",1.48205319019983,0.877862595419847
"244","13033","Amphibians",0.394202763037709,NA
